contactCounter,Cell Type,Cell ID,Block Number
2,12,1653,2
1,12,1654,2
5,12,1655,2
5,12,1656,2
1,12,1657,2
9,12,1658,2
3,12,1659,2
7,12,1660,2
7,12,1661,2
3,12,1662,2
4,12,1663,2
7,12,1664,2
7,12,1665,2
5,12,1666,2
26,12,1667,2
1,12,1668,2
1,12,1669,2
1,12,1670,2
3,12,1671,2
1,12,1672,2
1,12,1673,2
3,12,1674,2
14,12,1675,2
1,12,1676,2
1,12,1677,2
3,12,1678,2
2,12,1679,2
1,12,1680,2
2,12,1681,2
2,12,1682,2
1,12,1683,2
1,12,1684,2
1,12,1685,2
1,12,1686,2
3,12,1687,2
1,12,1688,2
1,12,1689,2
3,12,1690,2
1,12,1691,2
1,12,1692,2
1,12,1693,2
1,12,1694,2
2,12,1695,2
2,12,1696,2
1,12,1697,2
1,12,1698,2
2,12,1699,2
1,12,1700,2
1,12,1701,2
1,12,1702,2
1,12,1703,2
1,12,1704,2
2,12,1705,2
1,12,1706,2
1,12,1707,2
1,12,1708,2
1,12,1709,2
13,12,1710,2
14,12,1711,2
2,12,1712,2
4,12,1713,2
1,12,1714,2
9,12,1715,2
3,12,1716,2
1,12,1717,2
2,12,1718,2
3,12,1719,2
1,12,1720,2
4,12,1721,2
1,12,1722,2
3,12,1723,2
2,12,1724,2
1,12,1725,2
2,12,1726,2
1,12,1727,2
3,12,1728,2
1,12,1729,2
7,12,1730,2
1,12,1731,2
6,12,1732,2
1,12,1733,2
6,12,1734,2
4,12,1735,2
1,12,1736,2
2,12,1737,2
20,12,1738,2
1,12,1739,2
4,12,1740,2
1,12,1741,2
1,12,1742,2
3,12,1743,2
3,12,1744,2
3,12,1745,2
1,12,1746,2
7,12,1747,2
7,12,1748,2
1,12,1749,2
2,12,1750,2
1,12,1751,2
2,12,1752,2
1,12,1753,2
1,12,1754,2
1,12,1755,2
3,12,1756,2
1,12,1757,2
5,12,1758,2
2,12,1759,2
1,12,1760,2
1,12,1761,2
2,12,1762,2
2,12,1763,2
1,12,1764,2
1,12,1765,2
1,12,1766,2
4,12,1767,2
1,12,1768,2
1,12,1769,2
1,12,1770,2
1,12,1771,2
1,12,1772,2
1,12,1773,2
1,12,1774,2
1,12,1775,2
1,12,1776,2
1,12,1777,2
1,12,1778,2
1,12,1779,2
1,12,1780,2
2,12,1781,2
1,12,1782,2
1,12,1783,2
2,12,1784,2
1,12,1785,2
1,12,1786,2
1,12,1787,2
1,12,1788,2
1,12,1789,2
1,12,1790,2
1,12,1791,2
1,12,1792,2
1,12,1793,2
11,12,1794,2
2,12,1795,2
2,12,1796,2
1,12,1797,2
3,12,1798,2
3,12,1799,2
4,12,1800,2
1,12,1801,2
10,12,1802,2
3,12,1803,2
2,12,1804,2
1,12,1805,2
1,12,1806,2
2,12,1807,2
3,12,1808,2
5,12,1809,2
3,12,1810,2
1,12,1811,2
1,12,1812,2
3,12,1813,2
2,12,1814,2
2,12,1815,2
4,12,1816,2
3,12,1817,2
1,12,1818,2
18,12,1819,2
3,12,1820,2
5,12,1821,2
5,12,1822,2
1,12,1823,2
1,12,1824,2
2,12,1825,2
11,12,1826,2
3,12,1827,2
9,12,1828,2
12,12,1829,2
10,12,1830,2
1,12,1831,2
5,12,1832,2
23,12,1833,2
4,12,1834,2
11,12,1835,2
7,12,1836,2
1,12,1837,2
6,12,1838,2
2,12,1839,2
1,12,1840,2
2,12,1841,2
10,12,1842,2
1,12,1843,2
1,12,1844,2
5,12,1845,2
4,12,1846,2
1,12,1847,2
1,12,1848,2
1,12,1849,2
1,12,1850,2
1,12,1851,2
1,12,1852,2
1,12,1853,2
1,12,1854,2
1,12,1855,2
1,12,1856,2
1,12,1857,2
1,12,1858,2
1,12,1859,2
1,12,1860,2
1,12,1861,2
1,12,1862,2
1,12,1863,2
7,12,1864,2
6,12,1865,2
3,12,1866,2
1,12,1867,2
1,12,1868,2
2,12,1869,2
5,12,1870,2
1,12,1871,2
2,12,1872,2
1,12,1873,2
3,12,1874,2
2,12,1875,2
3,12,1876,2
2,12,1877,2
2,12,1878,2
6,12,1879,2
1,12,1880,2
1,12,1881,2
2,12,1882,2
2,12,1883,2
11,12,1884,2
3,12,1885,2
1,12,1886,2
1,12,1887,2
10,12,1888,2
2,12,1889,2
7,12,1890,2
2,12,1891,2
3,12,1892,2
8,12,1893,2
2,12,1894,2
1,12,1895,2
8,12,1896,2
2,12,1897,2
3,12,1898,2
1,12,1899,2
5,12,1900,2
1,12,1901,2
1,12,1902,2
1,12,1903,2
3,12,1904,2
1,12,1905,2
3,12,1906,2
1,12,1907,2
1,12,1908,2
5,12,1909,2
1,12,1910,2
1,12,1911,2
3,12,1912,2
1,12,1913,2
1,12,1914,2
4,12,1915,2
3,12,1916,2
1,12,1917,2
2,12,1918,2
1,12,1919,2
2,12,1920,2
2,12,1921,2
1,12,1922,2
1,12,1923,2
1,12,1924,2
1,12,1925,2
1,12,1926,2
1,12,1927,2
1,12,1928,2
1,12,1929,2
1,12,1930,2
1,12,1931,2
1,12,1932,2
1,12,1933,2
1,12,1934,2
1,12,1935,2
1,12,1936,2
1,12,1937,2
1,12,1938,2
1,12,1939,2
1,12,1940,2
1,12,1941,2
1,12,1942,2
1,12,1943,2
1,12,1944,2
1,12,1945,2
12,12,1946,2
1,12,1947,2
11,12,1948,2
4,12,1949,2
3,12,1950,2
1,12,1951,2
14,12,1952,2
10,12,1953,2
8,12,1954,2
7,12,1955,2
2,12,1956,2
2,12,1957,2
5,12,1958,2
4,12,1959,2
1,12,1960,2
5,12,1961,2
6,12,1962,2
14,12,1963,2
4,12,1964,2
18,12,1965,2
10,12,1966,2
1,12,1967,2
10,12,1968,2
1,12,1969,2
1,12,1970,2
1,12,1971,2
1,12,1972,2
3,12,1973,2
1,12,1974,2
22,12,1975,2
1,12,1976,2
11,12,1977,2
12,12,1978,2
1,12,1979,2
10,12,1980,2
3,12,1981,2
4,12,1982,2
8,12,1983,2
4,12,1984,2
1,12,1985,2
5,12,1986,2
5,12,1987,2
1,12,1988,2
2,12,1989,2
3,12,1990,2
14,12,1991,2
1,12,1992,2
1,12,1993,2
10,12,1994,2
21,12,1995,2
2,12,1996,2
1,12,1997,2
1,12,1998,2
1,12,1999,2
1,12,2000,2
1,12,2001,2
2,12,2002,2
1,12,2003,2
2,12,2004,2
2,12,2005,2
3,12,2006,2
6,12,2007,2
1,12,2008,2
1,12,2009,2
5,12,2010,2
2,12,2011,2
1,12,2012,2
1,12,2013,2
1,12,2014,2
1,12,2015,2
2,12,2016,2
2,12,2017,2
1,12,2018,2
2,12,2019,2
1,12,2020,2
8,12,2021,2
2,12,2022,2
3,12,2023,2
1,12,2024,2
2,12,2025,2
2,12,2026,2
1,12,2027,2
2,12,2028,2
1,12,2029,2
1,12,2030,2
2,12,2031,2
2,12,2032,2
1,12,2033,2
1,12,2034,2
1,12,2035,2
1,12,2036,2
1,12,2037,2
1,12,2038,2
2,12,2039,2
1,12,2040,2
1,12,2041,2
1,12,2042,2
1,12,2043,2
1,12,2044,2
1,12,2045,2
1,12,2046,2
1,12,2047,2
1,12,2048,2
1,12,2049,2
2,12,2050,2
2,12,2051,2
5,12,2052,2
1,12,2053,2
1,12,2054,2
2,12,2055,2
7,12,2056,2
2,12,2057,2
2,12,2058,2
4,12,2059,2
6,12,2060,2
1,12,2061,2
2,12,2062,2
1,12,2063,2
3,12,2064,2
1,12,2065,2
1,12,2066,2
3,12,2067,2
6,12,2068,2
1,12,2069,2
1,12,2070,2
3,12,2071,2
5,12,2072,2
3,12,2073,2
1,12,2074,2
3,12,2075,2
3,12,2076,2
7,12,2077,2
9,12,2078,2
1,12,2079,2
10,12,2080,2
5,12,2081,2
15,12,2082,2
1,12,2083,2
17,12,2084,2
1,12,2085,2
2,12,2086,2
2,12,2087,2
2,12,2088,2
5,12,2089,2
1,12,2090,2
14,12,2091,2
15,12,2092,2
2,12,2093,2
1,12,2094,2
1,12,2095,2
1,12,2096,2
1,12,2097,2
1,12,2098,2
1,12,2099,2
1,12,2100,2
1,12,2101,2
2,12,2102,2
1,12,2103,2
3,12,2104,2
1,12,2105,2
2,12,2106,2
2,12,2107,2
2,12,2108,2
1,12,2109,2
1,12,2110,2
1,12,2111,2
1,12,2112,2
2,12,2113,2
2,12,2114,2
1,12,2115,2
1,12,2116,2
1,12,2117,2
1,12,2118,2
2,12,2119,2
4,12,2120,2
2,12,2121,2
4,12,2122,2
2,12,2123,2
1,12,2124,2
1,12,2125,2
1,12,2126,2
1,12,2127,2
1,12,2128,2
2,12,2129,2
1,12,2130,2
1,12,2131,2
1,12,2132,2
1,12,2133,2
1,12,2134,2
1,12,2135,2
3,12,2136,2
1,12,2137,2
3,12,2138,2
2,12,2139,2
2,12,2140,2
2,12,2141,2
3,12,2142,2
1,12,2143,2
1,12,2144,2
1,12,2145,2
4,12,2146,2
2,12,2147,2
2,12,2148,2
15,12,2149,2
1,12,2150,2
13,12,2151,2
6,12,2152,2
1,12,2153,2
1,12,2154,2
5,12,2155,2
3,12,2156,2
9,12,2157,2
4,12,2158,2
14,12,2159,2
4,12,2160,2
1,12,2161,2
5,12,2162,2
14,12,2163,2
13,12,2164,2
4,12,2165,2
2,12,2166,2
2,12,2167,2
3,12,2168,2
1,12,2169,2
2,12,2170,2
